10000
3391
28.10.23.13 09.12.04.38
11.04.13.31 02.10.19.35
20.10.02.50 26.10.19.48
09.02.16.17 24.07.05.19
15.07.10.13 10.12.23.06
10.02.01.38 23.03.06.26
05.05.08.58 24.07.23.02
05.03.08.48 13.05.11.07
07.02.11.15 29.05.06.45
06.02.19.01 13.10.05.47
04.02.12.33 13.06.09.05
17.07.03.34 30.09.01.39
20.06.19.38 09.12.21.59
21.11.00.11 02.12.02.37
19.08.08.35 20.08.12.30
15.08.18.29 28.08.01.03
15.01.10.02 04.09.21.26
28.05.19.52 20.10.09.13
27.03.06.11 01.07.06.29
17.02.12.39 06.06.12.05
17.12.18.59 27.12.01.34
12.05.04.28 23.05.15.24
05.04.18.36 07.08.16.54
13.05.09.43 25.07.17.00
24.07.03.59 02.11.19.27
24.04.05.23 24.12.17.35
01.03.11.52 20.10.01.45
29.10.05.55 11.11.18.01
17.05.17.18 07.12.02.29
20.11.23.46 25.11.22.47
25.05.19.26 12.08.08.49
01.04.04.35 12.05.19.17
16.03.19.58 22.12.10.47
15.07.09.27 15.08.16.26
20.07.12.34 27.08.11.56
04.08.22.01 05.09.22.55
13.06.13.33 05.10.02.29
16.04.07.50 06.07.20.06
06.05.02.19 30.10.21.07
01.01.01.56 16.03.04.28
10.05.20.58 24.12.16.05
22.04.12.41 05.11.16.48
12.05.03.28 30.08.08.52
03.12.23.34 06.12.13.09
11.03.08.32 01.10.23.57
13.05.22.17 21.11.02.06
27.03.12.49 01.04.14.26
27.12.14.17 30.12.04.42
29.05.16.43 01.11.08.06
12.05.09.16 11.10.20.53
01.06.01.17 20.11.00.40
08.12.03.41 10.12.21.45
22.06.13.35 26.10.23.15
10.02.04.43 27.10.19.34
11.07.16.45 05.09.17.36
19.08.10.18 25.10.01.47
17.01.14.51 21.02.21.25
03.12.23.26 17.12.03.16
29.11.23.57 09.12.09.43
29.08.07.31 11.10.21.24
25.01.09.33 17.04.06.30
11.05.07.21 17.05.10.15
23.03.18.56 28.06.11.27
22.08.20.54 30.11.15.56
28.02.18.16 29.04.00.09
30.06.22.07 15.12.22.06
01.10.22.55 19.12.10.46
01.03.10.52 30.03.01.35
21.06.03.44 19.10.16.31
01.03.17.15 17.08.18.06
16.11.17.04 24.12.22.41
18.11.11.01 26.11.19.26
27.10.23.21 30.10.00.39
25.08.18.17 27.12.05.28
23.05.03.55 05.12.17.57
20.04.03.31 03.09.04.14
06.12.10.58 07.12.12.51
06.10.03.44 27.10.20.32
02.01.18.14 10.07.05.32
07.12.06.20 14.12.07.14
15.01.15.50 25.01.22.29
07.01.18.16 23.05.05.17
22.04.03.34 17.10.17.13
03.12.08.21 24.12.00.23
29.09.13.23 15.12.09.24
22.10.01.50 13.11.23.39
16.01.13.12 08.08.00.36
15.11.00.42 19.12.16.58
11.07.15.07 12.07.01.39
04.02.19.58 26.02.08.30
27.07.17.51 01.10.13.24
22.09.08.50 16.10.10.02
01.07.21.17 26.07.18.34
21.12.11.01 24.12.23.08
06.04.21.29 11.12.04.56
12.08.22.04 08.11.17.16
27.10.19.23 29.12.00.11
16.04.04.59 17.04.15.42
07.03.00.20 14.05.05.30
19.03.02.46 05.09.06.13
03.02.19.44 21.10.07.41
14.07.07.41 20.11.17.41
04.07.14.40 21.07.00.56
17.08.21.26 10.12.06.45
19.03.17.21 24.12.19.38
27.02.10.48 30.06.19.31
27.08.16.27 03.09.23.38
16.06.11.29 04.08.21.41
28.07.13.00 10.09.22.53
09.06.21.02 19.09.19.36
24.06.18.27 20.08.02.51
01.02.21.21 14.07.19.37
19.12.06.55 27.12.10.16
03.09.04.31 22.10.03.04
26.01.02.54 06.11.11.17
20.02.01.27 05.04.23.27
29.11.17.09 27.12.00.40
10.06.02.20 09.08.04.23
22.04.02.04 11.05.06.42
21.10.08.57 07.12.05.39
23.09.14.39 18.11.03.22
20.09.22.04 06.10.13.09
13.04.07.35 10.10.00.31
04.06.15.10 08.08.18.37
13.04.09.59 17.10.07.27
25.12.13.43 25.12.16.21
04.05.07.17 01.12.04.43
10.04.16.52 05.05.02.42
25.12.07.22 27.12.05.19
14.01.01.42 12.06.06.15
26.03.10.30 26.06.17.06
15.08.18.52 06.12.15.05
09.06.02.34 18.07.22.39
29.08.08.00 12.12.12.20
29.04.05.30 10.08.12.00
07.07.18.51 10.08.16.52
29.04.18.33 28.10.09.30
15.05.13.11 03.10.20.03
19.05.03.00 27.07.22.48
15.09.17.19 19.09.09.13
26.05.10.04 02.09.13.32
08.09.20.09 29.10.23.33
02.12.08.06 11.12.06.49
10.01.12.40 26.06.17.22
26.11.02.09 29.11.18.25
26.12.14.03 27.12.21.57
12.06.19.44 13.09.13.09
15.01.14.20 10.09.20.52
29.01.13.01 01.06.03.30
08.01.18.08 29.08.21.17
22.01.15.53 08.08.10.51
24.04.03.50 19.05.09.27
07.02.07.55 01.05.23.13
14.08.10.19 03.12.19.09
27.10.17.57 24.12.17.07
12.04.14.56 05.10.01.03
04.09.23.32 15.12.04.09
06.03.17.32 10.12.23.19
17.06.22.45 09.08.20.52
24.04.10.10 07.05.08.48
23.10.04.34 12.11.03.52
23.12.16.23 26.12.01.30
27.11.16.36 27.12.08.12
15.06.21.44 11.12.20.19
24.07.05.23 14.08.02.30
24.11.14.48 30.12.04.29
30.12.04.28 30.12.12.59
18.02.13.22 30.03.06.03
06.08.00.01 03.09.01.21
28.06.12.26 25.12.15.04
11.01.21.21 02.12.02.42
09.12.15.39 15.12.21.27
18.03.16.15 23.06.08.56
07.08.23.05 20.12.09.51
16.08.19.34 21.09.13.09
07.09.09.35 13.09.00.16
01.12.03.26 12.12.11.34
01.04.09.50 08.04.00.24
18.07.21.10 26.11.05.29
20.03.07.04 04.07.23.40
15.01.14.31 07.05.02.56
16.07.07.33 04.11.19.17
05.08.11.52 04.12.18.11
13.08.22.31 25.12.18.34
07.11.11.07 11.11.12.30
17.11.20.34 30.12.07.17
18.07.20.17 21.10.05.50
29.03.05.32 21.07.07.40
10.03.07.24 08.05.05.03
06.01.00.11 02.10.07.23
08.07.17.37 09.11.10.31
17.07.23.10 13.12.21.03
22.04.07.47 11.12.01.05
14.01.07.12 25.01.01.27
03.11.05.53 22.12.13.40
23.09.19.38 15.11.14.35
05.05.09.47 28.06.12.15
15.01.16.20 23.08.12.21
22.03.14.54 28.08.17.14
20.04.02.43 21.05.15.25
01.04.06.06 12.04.11.34
10.04.04.39 19.11.05.20
17.10.22.51 03.12.02.00
24.04.10.43 27.08.05.26
04.05.17.17 10.07.21.46
03.03.17.01 01.12.00.52
26.04.18.11 27.11.00.59
17.05.04.30 06.09.14.59
26.01.03.55 04.08.23.04
14.02.05.39 30.07.17.36
06.08.22.18 28.10.19.40
02.05.16.14 11.10.17.36
24.10.12.52 27.10.15.56
09.10.17.46 25.12.09.07
29.11.17.27 01.12.06.27
11.09.16.59 29.09.01.27
26.01.09.54 10.04.19.33
28.11.00.24 11.12.23.38
30.01.09.11 03.07.07.52
30.12.17.30 30.12.17.58
01.06.04.41 05.11.01.44
25.07.01.00 05.10.01.33
08.06.01.43 26.09.06.11
21.02.23.56 04.04.16.50
09.09.21.48 27.11.02.34
05.01.18.07 30.09.18.01
04.04.14.59 19.06.02.34
09.10.12.37 18.12.18.00
19.03.01.33 28.05.12.44
21.08.02.24 01.12.07.47
30.01.04.58 18.12.13.50
28.05.16.36 24.08.03.03
20.04.21.37 27.09.12.41
27.12.18.08 29.12.11.29
29.08.02.56 05.10.02.11
17.06.03.36 25.11.13.58
06.01.13.03 02.12.16.45
27.03.13.52 06.07.06.12
15.10.08.32 09.12.20.51
29.03.07.54 11.11.19.32
12.12.13.20 17.12.00.03
08.12.02.51 20.12.08.10
30.08.22.42 09.10.08.27
13.07.08.43 07.10.06.10
02.05.10.37 18.06.18.05
29.01.00.31 27.11.00.25
01.08.08.05 21.11.01.00
21.11.12.13 26.11.07.51
26.03.07.49 12.12.10.49
19.12.15.44 25.12.01.54
30.11.15.14 01.12.05.33
26.03.08.41 06.05.04.56
07.07.05.13 10.08.14.51
14.05.07.03 20.09.03.58
01.04.08.25 21.04.11.38
29.03.22.31 22.08.03.30
11.09.01.53 07.12.12.06
04.03.22.19 24.04.05.26
27.05.15.39 28.05.06.58
07.07.04.48 19.11.08.16
26.08.22.24 14.09.11.07
29.04.15.44 12.08.05.56
05.11.15.12 16.12.09.45
16.06.00.10 11.09.00.39
07.02.22.57 16.11.23.25
09.09.15.53 25.12.01.07
24.01.20.52 30.03.19.34
19.05.18.40 11.09.21.28
18.01.23.55 08.08.00.17
06.10.17.10 25.12.14.06
13.10.17.52 08.12.23.39
04.06.21.16 24.11.02.26
23.02.10.31 30.04.18.41
21.03.19.08 30.09.23.11
10.09.07.12 22.12.12.03
03.07.15.04 15.09.03.01
05.01.08.11 27.06.11.06
22.04.07.16 14.08.20.50
08.08.18.10 08.11.05.18
17.01.21.50 15.04.06.54
11.10.15.08 21.12.21.10
04.09.05.35 18.09.03.25
29.06.12.06 08.07.17.12
12.04.14.57 20.12.06.20
23.11.03.27 06.12.09.03
19.08.04.17 28.12.10.57
20.05.15.15 04.08.20.36
30.03.09.09 14.12.13.03
30.03.22.14 29.09.12.32
03.12.17.19 05.12.02.47
17.10.21.54 24.11.13.04
29.01.20.37 05.03.16.39
07.12.04.42 21.12.08.02
05.11.12.46 12.12.10.04
15.10.10.36 21.10.08.13
06.07.01.16 27.07.15.56
07.09.11.28 08.11.18.41
16.07.13.36 07.12.23.59
23.02.18.51 27.09.23.10
07.10.21.12 05.12.10.13
13.11.07.59 13.11.09.35
13.09.12.49 20.12.00.11
03.08.00.52 07.11.19.38
12.04.08.34 08.08.07.06
11.12.04.30 11.12.12.27
30.05.00.03 09.08.12.59
29.04.18.04 10.12.22.13
05.12.16.33 18.12.16.21
18.03.11.23 03.12.08.45
22.02.07.27 06.10.09.08
07.07.21.09 10.09.13.06
18.08.12.37 08.12.20.17
06.07.00.36 01.12.18.13
15.07.19.14 26.11.21.57
25.07.21.18 23.08.07.24
06.03.14.33 25.11.10.02
14.05.21.09 10.09.19.28
24.03.22.08 19.09.15.21
15.10.16.13 14.12.04.20
08.07.20.01 25.09.22.50
13.08.13.59 04.11.22.15
09.03.23.29 21.08.17.47
11.12.21.10 22.12.23.10
08.01.21.25 12.01.16.42
20.03.22.55 18.04.10.03
10.06.16.56 02.08.04.27
07.11.22.45 26.11.00.43
19.06.02.08 09.09.22.02
25.07.00.44 13.10.09.49
09.06.07.04 01.10.20.19
03.03.19.04 10.04.23.26
02.12.13.38 08.12.19.06
01.01.07.36 05.03.19.08
18.12.15.06 24.12.21.19
15.06.09.32 24.09.21.42
25.07.05.37 09.08.03.16
09.03.21.59 30.03.00.31
23.12.19.00 24.12.11.53
11.12.22.29 15.12.06.33
06.12.09.40 21.12.10.08
29.06.03.26 10.12.12.01
19.07.13.24 03.09.17.46
26.02.20.23 04.11.03.12
01.09.08.14 10.12.02.16
30.06.09.29 08.11.01.51
05.04.18.55 23.12.04.55
18.07.18.20 11.10.21.47
30.05.02.42 11.11.00.27
28.02.19.17 19.05.04.19
03.06.02.23 14.08.03.24
18.01.12.30 21.03.02.57
27.08.12.47 04.12.23.50
18.04.12.15 15.08.22.06
01.08.03.46 21.08.17.45
01.09.14.07 28.09.01.42
25.12.05.47 27.12.20.11
09.05.06.14 01.06.06.43
22.09.19.27 25.09.04.09
26.07.17.28 01.10.00.42
04.10.21.23 02.11.03.18
22.10.01.49 08.11.05.23
01.03.01.43 17.08.18.55
24.12.11.35 30.12.20.12
04.06.12.03 14.12.07.26
27.06.00.13 19.10.05.34
22.10.12.40 30.12.13.30
05.01.05.24 29.08.00.14
10.01.14.27 24.07.20.01
10.12.09.15 25.12.09.03
15.07.01.06 15.09.12.24
01.05.12.39 30.08.07.07
09.04.09.09 28.06.10.06
26.08.16.58 04.09.08.48
02.07.03.15 12.09.06.39
27.11.15.56 28.11.07.56
10.09.15.23 19.09.21.25
22.11.04.31 30.12.08.53
20.02.06.24 28.05.04.38
27.01.21.29 17.08.04.12
30.08.21.25 27.12.21.28
16.12.15.24 21.12.05.40
05.09.17.32 26.12.16.57
25.12.19.33 28.12.16.20
02.08.06.56 11.09.01.11
25.09.13.54 06.11.20.28
23.02.11.26 21.08.11.40
26.08.19.52 02.10.17.54
13.02.04.57 03.08.16.11
02.10.00.26 23.11.06.28
04.09.09.54 04.10.01.24
10.03.16.13 28.04.08.15
15.09.16.10 18.12.05.51
27.06.19.38 27.12.15.50
24.09.12.20 29.09.20.13
18.11.07.14 19.12.18.56
27.05.22.24 08.10.10.08
21.11.04.14 27.12.17.41
19.02.12.36 25.11.20.42
22.01.14.20 28.05.18.40
30.07.22.04 30.08.11.36
24.09.04.40 29.12.14.09
22.01.16.53 03.11.23.25
02.10.04.54 19.12.06.18
03.10.06.54 30.11.14.37
17.09.09.36 16.11.09.40
24.02.10.45 30.04.19.18
26.02.05.05 06.07.06.44
19.07.21.39 15.08.16.52
22.05.14.59 07.11.20.16
06.03.21.56 08.08.12.28
27.02.23.47 15.07.07.03
01.02.07.40 03.04.23.19
25.11.09.56 29.12.17.42
03.05.10.49 15.10.19.37
08.05.13.57 01.08.13.13
19.06.05.26 15.09.10.42
25.08.06.30 11.10.02.03
08.03.08.23 02.09.15.32
18.11.17.04 06.12.13.19
21.10.17.04 27.12.12.27
08.07.14.15 23.10.01.19
27.01.21.59 29.09.04.16
18.04.12.46 20.12.08.16
29.02.04.47 25.08.09.10
13.04.20.01 14.11.04.37
13.05.08.18 03.09.21.45
17.10.14.50 27.10.23.00
24.11.14.19 04.12.16.49
21.09.23.00 07.12.08.37
06.03.10.06 12.03.17.47
08.11.23.01 04.12.15.52
02.09.19.44 27.10.18.30
06.04.16.30 20.08.01.21
14.05.06.24 09.12.15.17
15.10.00.57 24.10.18.03
15.02.11.53 11.11.22.10
11.06.04.58 22.09.03.45
10.05.10.45 13.06.08.53
15.02.16.04 07.11.16.11
15.12.21.39 26.12.11.57
19.08.08.21 05.09.20.06
27.09.22.32 10.12.08.02
06.10.01.23 27.10.13.07
06.02.03.00 17.06.18.49
04.12.13.43 20.12.05.12
24.09.01.20 15.12.07.24
10.05.03.14 20.06.20.13
07.10.11.11 30.12.01.08
13.12.01.20 25.12.20.27
18.04.15.20 09.07.08.10
29.02.03.17 09.08.23.20
20.07.19.37 25.07.04.24
17.08.00.29 26.11.10.20
08.09.18.45 14.11.21.41
22.10.12.58 03.12.15.39
11.10.16.01 01.12.16.50
04.06.01.08 10.07.04.27
01.07.04.20 18.08.18.01
10.02.19.40 04.04.13.48
15.05.13.00 10.12.14.00
29.06.14.36 14.09.11.03
24.07.09.50 29.08.07.41
25.08.01.44 15.12.15.52
19.07.20.30 28.09.04.25
27.04.22.31 18.10.18.13
05.07.17.30 14.11.09.43
04.06.06.06 06.09.14.44
24.01.13.12 23.07.13.58
15.03.09.51 11.10.15.43
19.09.02.28 28.09.03.37
12.11.16.30 15.12.18.23
12.09.10.51 04.11.10.56
10.10.10.24 28.11.05.43
05.01.16.50 03.03.09.04
16.12.23.18 23.12.21.00
14.09.06.16 12.12.08.50
08.11.05.07 11.12.10.08
28.08.22.26 07.10.11.33
27.09.08.04 28.10.10.22
02.08.11.00 14.10.12.35
30.02.17.54 15.08.06.34
14.10.12.30 25.12.22.49
12.02.17.58 16.12.17.05
09.08.01.14 23.11.20.35
22.09.14.02 29.10.01.06
18.11.23.13 11.12.12.22
15.09.04.04 10.11.06.44
20.11.10.16 15.12.19.43
04.05.18.30 19.09.10.29
26.07.21.05 24.12.01.16
30.11.15.10 30.11.16.31
01.09.12.39 02.12.23.02
08.12.17.01 09.12.06.10
07.09.15.53 08.09.04.49
16.07.10.19 25.09.13.22
13.06.16.44 19.08.02.09
11.06.20.54 26.12.12.25
11.01.15.23 29.10.01.29
02.09.10.08 02.10.05.49
08.05.15.21 04.07.03.01
28.07.10.09 12.08.07.30
25.03.20.32 07.04.11.28
13.08.13.12 16.09.03.19
18.09.10.38 02.10.01.19
08.12.14.48 19.12.20.39
13.11.15.46 26.11.00.04
17.10.19.18 29.11.09.06
18.12.13.10 19.12.23.30
24.01.14.48 02.12.22.28
18.01.21.26 25.09.02.50
08.10.18.56 11.10.19.39
15.10.02.40 21.11.08.41
10.11.11.13 11.11.21.51
21.07.03.47 20.10.07.02
01.01.21.14 05.12.08.26
25.08.13.02 12.10.03.45
09.02.22.20 27.10.19.01
19.01.03.52 27.06.02.48
23.05.21.55 12.10.01.09
05.05.03.38 17.06.17.04
19.01.03.18 21.03.12.19
06.02.20.25 28.10.21.09
08.07.03.21 14.07.22.54
28.04.11.00 04.06.19.36
14.09.19.20 30.11.22.04
11.08.14.08 17.08.00.09
06.03.09.20 04.08.21.22
26.07.08.42 30.12.18.57
08.02.09.52 22.10.15.41
20.04.23.09 17.10.11.02
23.05.09.16 02.06.09.01
03.07.02.42 16.10.06.34
29.04.20.11 08.10.23.47
28.12.22.22 30.12.19.32
22.09.03.30 19.10.15.35
16.12.18.04 16.12.20.39
12.04.18.46 13.08.14.41
08.04.17.48 11.07.06.08
29.03.17.24 05.04.13.03
03.04.10.07 15.12.09.29
04.10.03.49 28.10.17.24
23.02.18.02 27.07.11.50
20.04.06.55 08.09.03.34
08.10.19.20 16.10.00.48
05.08.22.14 12.10.18.48
13.02.00.53 26.07.23.26
09.09.11.32 19.09.19.12
01.08.03.07 17.11.12.40
29.04.09.54 30.08.07.03
03.06.09.22 05.06.19.02
14.08.11.25 01.12.04.57
26.10.20.30 24.12.09.07
12.06.17.26 27.12.12.21
21.08.16.34 13.10.06.56
14.11.09.04 27.11.08.06
20.08.18.12 29.10.06.00
18.01.15.54 15.06.19.29
24.08.22.40 09.10.22.30
10.06.00.35 21.11.08.32
13.03.09.11 17.07.20.36
24.06.05.50 17.09.10.32
26.01.10.27 17.10.05.42
19.09.00.10 19.12.14.08
13.10.17.51 03.12.16.56
15.04.23.32 11.11.18.56
12.11.06.01 14.12.18.38
27.01.10.36 24.02.22.41
26.03.09.08 30.04.06.05
26.02.02.56 18.11.03.52
24.07.03.45 05.08.13.58
14.09.12.47 06.12.08.00
14.10.03.13 24.12.23.36
05.09.11.26 03.10.06.46
24.11.12.26 19.12.19.17
15.01.00.17 15.07.11.51
15.12.13.08 16.12.14.10
02.11.21.16 05.11.07.12
28.08.23.39 26.10.21.31
28.03.15.42 19.04.21.16
26.12.19.45 27.12.12.15
07.12.09.49 07.12.22.14
21.04.12.23 30.09.10.14
17.08.13.32 08.10.15.37
02.10.03.46 25.10.19.55
25.06.09.09 05.12.02.37
07.04.07.48 13.09.11.18
30.10.05.16 10.11.17.19
16.02.05.59 24.07.10.39
22.03.20.39 14.08.09.17
26.07.21.06 20.12.20.40
11.02.10.29 30.09.13.40
11.06.10.01 05.07.16.52
14.06.20.32 20.06.04.09
17.10.04.34 26.12.05.03
14.06.01.18 08.07.22.25
23.08.05.40 30.11.17.09
25.01.12.45 28.06.11.14
01.05.05.05 19.09.08.16
03.08.11.37 27.10.00.54
13.11.19.59 01.12.06.16
15.12.12.22 28.12.07.49
08.02.14.15 30.04.07.50
10.03.11.31 02.12.17.53
28.03.23.38 26.12.01.24
04.02.11.11 07.11.14.54
13.09.06.05 20.12.22.55
03.01.18.52 02.05.05.31
21.12.09.42 29.12.06.45
08.12.02.05 10.12.13.14
11.02.05.47 04.11.06.34
12.03.07.08 03.10.01.09
30.06.09.22 15.11.04.56
20.08.21.28 30.08.20.44
04.12.12.45 24.12.16.14
05.07.08.36 05.11.11.39
03.06.16.33 19.08.19.36
06.01.15.51 25.01.23.51
29.05.16.24 10.06.23.34
13.02.17.08 17.10.15.13
21.04.14.32 29.05.15.11
01.01.05.48 12.09.10.41
03.12.04.02 07.12.17.39
26.08.23.11 30.10.20.23
21.10.05.03 02.11.00.40
13.05.00.36 02.10.18.22
08.09.13.54 16.10.03.46
03.08.17.37 17.11.16.30
01.02.10.38 15.02.18.05
13.04.12.21 28.07.22.27
09.06.05.20 22.06.04.20
15.06.17.31 19.08.07.22
14.06.15.16 05.11.10.07
01.05.04.57 27.10.08.25
18.05.18.35 23.06.15.10
18.01.05.04 13.04.06.05
16.01.19.12 30.01.22.34
11.01.12.25 10.04.20.15
13.11.18.25 15.12.01.02
15.07.15.12 17.08.06.33
03.09.18.23 07.10.09.30
14.12.07.46 16.12.04.48
16.05.09.04 27.10.06.13
19.10.04.27 28.12.08.27
15.01.05.25 11.04.10.21
19.03.15.25 28.08.22.28
30.05.01.54 23.12.13.49
20.07.01.42 29.11.02.08
03.01.02.01 04.09.09.06
21.01.01.48 05.10.14.26
03.12.13.14 23.12.09.13
19.02.16.26 26.05.22.43
20.05.09.04 13.06.18.31
09.11.11.45 18.12.02.52
26.10.17.42 03.11.19.56
11.11.02.25 28.12.09.00
26.10.11.23 30.10.12.30
10.09.10.52 24.11.11.23
15.07.01.50 04.12.14.31
30.11.10.46 03.12.05.27
06.10.20.20 18.11.15.39
17.09.09.08 11.12.15.13
18.10.14.34 12.11.03.05
14.11.01.29 08.12.05.19
23.05.12.33 26.06.23.50
07.10.12.44 26.10.20.55
13.02.04.07 04.08.10.31
17.03.21.24 26.04.02.44
12.08.20.11 11.11.20.15
10.03.21.27 18.05.10.04
07.07.00.55 07.11.02.23
14.10.14.04 11.12.14.54
06.03.23.38 06.10.16.00
23.02.06.34 06.04.08.47
07.04.01.58 29.04.14.25
06.12.16.56 07.12.16.21
26.02.19.18 29.10.04.18
11.07.17.58 09.08.23.13
29.11.10.22 24.12.16.03
06.12.04.55 16.12.10.09
23.10.16.08 16.12.20.55
27.09.08.10 21.11.06.22
27.08.23.02 28.10.06.04
30.01.14.00 21.10.09.54
25.03.15.16 28.04.03.34
12.06.21.11 09.09.14.02
02.09.14.31 13.12.06.59
12.11.05.46 26.11.03.31
20.09.12.35 28.12.05.31
10.10.00.58 04.12.03.05
02.01.13.08 06.04.16.00
27.04.07.15 08.10.22.21
25.08.09.56 02.09.15.31
16.04.17.47 01.11.01.28
01.10.22.17 23.10.18.46
07.06.11.20 04.08.01.33
01.05.18.01 25.07.00.22
18.12.14.46 20.12.21.46
04.12.03.26 23.12.17.24
02.05.16.58 02.06.23.10
05.02.08.54 17.09.15.55
15.03.20.38 16.08.20.23
06.08.07.53 06.11.19.40
24.01.03.47 28.04.03.09
20.12.23.27 28.12.12.08
28.09.10.44 14.10.05.56
08.02.05.30 07.04.12.50
26.10.13.12 29.10.22.24
20.01.13.35 24.05.08.38
04.10.00.00 25.11.13.08
29.10.04.21 15.12.22.57
02.07.19.01 22.07.09.25
22.10.06.33 19.12.04.22
04.08.15.25 09.09.10.04
23.10.03.54 28.12.02.07
08.07.12.31 08.12.23.31
04.04.22.16 29.05.09.00
19.04.10.06 25.12.14.29
29.03.16.50 29.12.11.29
01.08.18.57 16.10.14.07
09.11.22.09 13.12.08.24
25.09.12.58 13.11.11.19
19.03.04.56 08.07.13.25
11.11.21.45 14.11.12.15
17.10.03.03 25.10.20.25
03.07.22.08 20.08.15.18
13.12.16.45 28.12.02.25
23.07.17.54 28.12.08.49
20.12.14.40 29.12.11.35
18.08.02.59 24.10.22.25
01.09.18.05 08.09.19.57
27.07.01.55 03.11.17.21
12.11.14.11 24.11.08.20
02.05.23.29 07.12.17.39
05.04.20.55 13.12.17.43
22.09.23.29 04.12.06.24
15.02.22.52 03.09.00.34
19.03.02.32 15.09.22.47
02.07.11.15 17.08.05.02
20.08.21.31 07.10.17.45
28.04.20.45 20.05.01.25
10.04.00.46 21.07.02.46
05.08.00.53 20.12.04.28
17.09.10.27 19.12.14.25
16.09.06.56 25.11.12.39
23.07.09.45 24.12.17.17
23.05.19.48 23.11.16.25
24.04.06.51 27.12.20.22
02.03.00.11 21.12.17.24
12.07.04.52 27.08.10.01
15.10.05.26 25.11.04.01
02.01.03.49 15.02.06.50
11.07.18.50 23.10.11.31
14.05.21.53 12.11.05.20
15.11.19.48 19.11.09.05
12.03.03.58 05.04.03.04
02.10.23.42 05.11.18.03
10.04.13.02 07.08.06.29
17.12.05.08 28.12.01.10
17.01.20.12 17.06.01.48
06.05.18.27 28.08.09.15
02.06.13.09 12.06.21.56
27.04.09.46 29.07.23.23
22.04.03.37 21.12.05.18
02.11.15.50 06.11.14.53
08.03.20.22 30.11.00.15
19.04.18.51 06.05.17.13
18.06.09.29 09.11.01.41
29.05.05.02 30.08.09.00
24.06.09.54 22.07.05.03
23.08.00.59 14.12.07.27
05.07.16.36 18.07.19.11
08.05.16.50 08.07.03.23
22.11.03.51 30.12.18.36
18.02.00.49 15.05.21.16
04.06.22.59 29.12.05.16
05.11.03.04 30.12.04.42
22.10.22.04 01.12.03.10
09.07.20.06 02.12.18.46
26.05.07.59 04.07.22.26
14.05.16.41 13.07.18.54
07.06.04.56 23.12.02.54
04.04.04.33 16.09.23.27
10.01.10.59 18.09.12.45
14.04.02.26 16.06.10.09
24.11.16.37 20.12.23.29
05.03.00.05 05.10.03.52
29.06.15.43 21.10.10.46
11.10.00.33 27.10.07.33
24.03.10.01 14.07.08.07
09.05.21.43 26.06.23.02
06.06.22.08 18.07.05.48
10.10.03.37 08.11.19.59
02.11.13.54 26.12.20.45
26.09.14.27 20.12.00.03
16.07.06.40 02.11.00.39
27.01.15.51 05.08.08.47
13.01.10.17 22.04.12.13
02.03.05.02 19.08.18.02
19.09.13.31 02.10.02.26
28.10.19.27 16.12.04.29
10.10.11.20 30.10.03.41
06.06.07.56 15.07.05.48
29.10.09.18 27.11.08.17
28.11.14.13 29.11.18.16
25.01.06.49 11.07.18.34
18.12.05.30 26.12.15.45
28.09.16.59 05.11.11.35
29.12.12.59 29.12.21.35
30.03.07.21 10.06.02.14
18.06.11.34 18.12.00.11
30.02.14.23 30.10.06.37
16.05.21.35 05.07.20.02
22.05.22.12 18.07.12.44
12.01.23.11 20.03.23.27
09.01.10.19 04.06.09.01
14.12.10.17 16.12.05.41
29.05.19.36 21.11.03.54
14.02.18.14 20.05.05.55
11.07.13.11 15.11.15.51
08.12.09.04 09.12.23.10
21.03.22.53 21.10.04.15
12.04.23.34 04.07.09.19
28.04.03.41 18.06.12.19
27.07.18.17 19.10.04.34
06.08.19.56 14.12.05.56
10.07.01.29 26.12.18.40
03.03.16.15 25.09.14.39
23.02.12.49 14.11.07.36
24.05.14.03 23.09.04.57
28.12.12.06 29.12.16.13
08.11.20.58 12.12.05.09
01.05.22.50 26.07.09.55
23.05.13.27 10.09.01.51
29.10.06.07 13.12.14.39
05.04.15.58 27.08.13.01
19.03.04.14 09.09.13.09
27.06.14.48 04.07.06.19
13.10.10.13 30.11.07.28
26.05.18.59 06.09.13.24
12.09.21.03 19.11.18.56
24.05.08.01 11.10.11.48
11.10.06.43 02.11.01.25
17.10.15.50 22.11.13.36
14.10.02.10 27.12.23.25
29.01.16.01 13.07.06.17
30.10.10.55 07.12.14.07
10.06.15.16 05.10.16.58
03.12.15.20 13.12.11.25
10.12.11.25 21.12.12.21
14.12.20.45 30.12.02.47
17.04.05.26 20.12.06.19
02.04.10.26 05.12.04.08
25.03.07.53 22.06.05.00
11.06.13.32 22.08.22.04
29.08.22.12 26.12.01.16
29.01.02.31 19.08.07.18
22.05.15.50 02.10.10.04
11.01.02.57 04.05.05.08
08.02.11.52 27.05.06.30
08.04.02.54 14.08.06.02
15.05.20.36 07.11.07.15
18.04.16.26 11.08.01.44
14.07.17.28 15.09.04.07
03.10.13.52 29.12.13.59
09.11.02.39 13.11.07.41
12.02.10.20 01.04.00.06
05.12.23.35 26.12.05.41
12.12.07.15 25.12.20.57
22.10.06.15 16.12.02.23
20.06.15.34 14.11.14.41
02.04.12.05 09.05.03.45
14.09.10.42 20.09.15.52
02.12.13.36 21.12.14.09
14.08.20.07 07.10.03.52
